Weight:RedKG
Weight up or down:down
Sample Freq:4000Hz
Impulse lenght:3sec
TID(SEC);AMP(V) Channel 1;AMP(V) Channel 2;CLASS
0.01275;1.5714745256756188;1.557457820676242;0
0.013;1.5711385582736175;1.5571170276241237;0
0.01325;1.5711385582736175;1.5564354415198878;0
0.0135;1.5711385582736175;1.5564354415198878;0
0.01375;1.5711385582736175;1.5557538554156516;0
0.014;1.5714745256756188;1.5560946484677696;0
0.01425;1.5714745256756188;1.5557538554156516;0
0.0145;1.5714745256756188;1.5564354415198878;0
0.01475;1.5714745256756188;1.5567762345720058;0
0.015;1.5711385582736175;1.55779861372836;0
0.01525;1.5711385582736175;1.5584801998325961;0
0.0155;1.5708025908716161;1.5581394067804781;0
0.01575;1.5711385582736175;1.558820992884714;0
0.016;1.5714745256756188;1.558820992884714;0
0.01625;1.5714745256756188;1.5591617859368323;0
0.0165;1.57181049307762;1.5595025789889503;0
0.01675;1.5714745256756188;1.5595025789889503;0
0.017;1.5714745256756188;1.5601841650931865;0
0.01725;1.57181049307762;1.5608657511974227;0
0.0175;1.57181049307762;1.5608657511974227;0
0.01775;1.57181049307762;1.5605249581453045;0
0.018;1.5721464604796211;1.5598433720410685;0
0.01825;1.5721464604796211;1.5598433720410685;0
0.0185;1.5721464604796211;1.5601841650931865;0
0.01875;1.5721464604796211;1.5605249581453045;0
0.019;1.5714745256756188;1.5608657511974227;0
0.01925;1.5714745256756188;1.5615473373016588;0
0.0195;1.5711385582736175;1.5615473373016588;0
0.01975;1.5711385582736175;1.5612065442495406;0
0.02;1.5711385582736175;1.5615473373016588;0
0.02025;1.57181049307762;1.5618881303537768;0
0.0205;1.57181049307762;1.5622289234058948;0
0.02075;1.57181049307762;1.5622289234058948;0
0.021;1.57181049307762;1.562569716458013;0
0.02125;1.5714745256756188;1.5632513025622492;0
0.0215;1.5711385582736175;1.5635920956143672;0
0.02175;1.5711385582736175;1.5642736817186034;0
0.022;1.57181049307762;1.5635920956143672;0
0.02225;1.57181049307762;1.5639328886664852;0
0.0225;1.5714745256756188;1.5642736817186034;0
0.02275;1.5714745256756188;1.5642736817186034;0
0.023;1.5714745256756188;1.5639328886664852;0
0.02325;1.57181049307762;1.5639328886664852;0
0.0235;1.5714745256756188;1.5632513025622492;0
0.02375;1.5714745256756188;1.562910509510131;0
0.024;1.5711385582736175;1.5622289234058948;0
0.02425;1.5708025908716161;1.5618881303537768;0
0.0245;1.570466623469615;1.5612065442495406;0
0.02475;1.570466623469615;1.5608657511974227;0
0.025;1.5701306560676136;1.5605249581453045;0
0.02525;1.570466623469615;1.5601841650931865;0
0.0255;1.570466623469615;1.5595025789889503;0
0.02575;1.5708025908716161;1.5591617859368323;0
0.026;1.570466623469615;1.5591617859368323;0
0.02625;1.570466623469615;1.5591617859368323;0
0.0265;1.570466623469615;1.5591617859368323;0
0.02675;1.570466623469615;1.558820992884714;0
0.027;1.570466623469615;1.5584801998325961;0
0.02725;1.5701306560676136;1.5584801998325961;0
0.0275;1.5701306560676136;1.558820992884714;0
0.02775;1.5697946886656124;1.5584801998325961;0
0.028;1.5697946886656124;1.5584801998325961;0
0.02825;1.569458721263611;1.5584801998325961;0
0.0285;1.5697946886656124;1.5581394067804781;0
0.02875;1.569458721263611;1.5581394067804781;0
0.029;1.5691227538616097;1.5581394067804781;0
0.02925;1.5697946886656124;1.558820992884714;0
0.0295;1.5697946886656124;1.5591617859368323;0
0.02975;1.569458721263611;1.5591617859368323;0
0.03;1.569458721263611;1.5598433720410685;0
0.03025;1.569458721263611;1.5598433720410685;0
0.0305;1.5697946886656124;1.5601841650931865;0
0.03075;1.569458721263611;1.5601841650931865;0
0.031;1.5691227538616097;1.5601841650931865;0
0.03125;1.569458721263611;1.5601841650931865;0
0.0315;1.569458721263611;1.5605249581453045;0
0.03175;1.5697946886656124;1.5608657511974227;0
0.032;1.5697946886656124;1.5605249581453045;0
0.03225;1.5701306560676136;1.5605249581453045;0
0.0325;1.5701306560676136;1.5605249581453045;0
0.03275;1.5701306560676136;1.5601841650931865;0
0.033;1.5697946886656124;1.5598433720410685;0
0.03325;1.569458721263611;1.5591617859368323;0
0.0335;1.5691227538616097;1.5591617859368323;0
0.03375;1.569458721263611;1.5591617859368323;0
0.034;1.5697946886656124;1.5591617859368323;0
0.03425;1.5697946886656124;1.558820992884714;0
0.0345;1.5701306560676136;1.5591617859368323;0
0.03475;1.570466623469615;1.5595025789889503;0
0.035;1.5701306560676136;1.5598433720410685;0
0.03525;1.5708025908716161;1.5605249581453045;0
0.0355;1.570466623469615;1.5608657511974227;0
0.03575;1.5701306560676136;1.5605249581453045;0
0.036;1.5697946886656124;1.5601841650931865;0
0.03625;1.569458721263611;1.5605249581453045;0
0.0365;1.5701306560676136;1.5601841650931865;0
0.03675;1.5701306560676136;1.5605249581453045;0
0.037;1.570466623469615;1.5601841650931865;0
0.03725;1.5708025908716161;1.5605249581453045;0
0.0375;1.5711385582736175;1.5601841650931865;0
0.03775;1.5708025908716161;1.5608657511974227;0
0.038;1.5708025908716161;1.5612065442495406;0
0.03825;1.5708025908716161;1.5608657511974227;0
0.0385;1.5708025908716161;1.5608657511974227;0
0.03875;1.5708025908716161;1.5612065442495406;0
0.039;1.5711385582736175;1.5618881303537768;0
0.03925;1.5711385582736175;1.5615473373016588;0
0.0395;1.5714745256756188;1.5615473373016588;0
0.03975;1.57181049307762;1.5618881303537768;0
0.04;1.5714745256756188;1.5622289234058948;0
0.04025;1.5711385582736175;1.5622289234058948;0
0.0405;1.5708025908716161;1.562569716458013;0
0.04075;1.5708025908716161;1.562569716458013;0
0.041;1.5711385582736175;1.5622289234058948;0
0.04125;1.5711385582736175;1.562569716458013;0
0.0415;1.5711385582736175;1.562569716458013;0
0.04175;1.5711385582736175;1.5622289234058948;0
0.042;1.5714745256756188;1.5622289234058948;0
0.04225;1.5711385582736175;1.5622289234058948;0
0.0425;1.5708025908716161;1.5622289234058948;0
0.04275;1.5708025908716161;1.5622289234058948;0
0.043;1.5708025908716161;1.5622289234058948;0
0.04325;1.5708025908716161;1.5622289234058948;0
0.0435;1.570466623469615;1.562910509510131;0
0.04375;1.570466623469615;1.5646144747707214;0
0.044;1.5708025908716161;1.5663184400313117;0
0.04425;1.5708025908716161;1.5683631983440203;0
0.0445;1.570466623469615;1.5704079566567286;0
0.04475;1.5701306560676136;1.572111921917319;0
0.045;1.5697946886656124;1.5734750941257911;0
0.04525;1.5701306560676136;1.5741566802300273;0
0.0455;1.5697946886656124;1.5741566802300273;0
0.04575;1.569458721263611;1.5748382663342635;0
0.046;1.5697946886656124;1.5751790593863815;0
0.04625;1.569458721263611;1.5751790593863815;0
0.0465;1.569458721263611;1.5751790593863815;0
0.04675;1.569458721263611;1.5755198524384997;0
0.047;1.5697946886656124;1.5762014385427359;0
0.04725;1.5697946886656124;1.5765422315948538;0
0.0475;1.5697946886656124;1.5765422315948538;0
0.04775;1.569458721263611;1.5768830246469718;0
0.048;1.569458721263611;1.5765422315948538;0
0.04825;1.5691227538616097;1.5758606454906177;0
0.0485;1.5691227538616097;1.5755198524384997;0
0.04875;1.5687867864596086;1.5758606454906177;0
0.049;1.5691227538616097;1.5758606454906177;0
0.04925;1.569458721263611;1.5755198524384997;0
0.0495;1.569458721263611;1.5751790593863815;0
0.04975;1.569458721263611;1.5748382663342635;0
0.05;1.569458721263611;1.5744974732821455;0
0.05025;1.5691227538616097;1.5738158871779093;0
0.0505;1.5691227538616097;1.5727935080215552;0
0.05075;1.5687867864596086;1.5710895427609648;0
0.051;1.5691227538616097;1.5697263705524924;0
0.05125;1.569458721263611;1.567681612239784;0
0.0515;1.5691227538616097;1.5659776469791937;0
0.05175;1.5691227538616097;1.5642736817186034;0
0.052;1.5687867864596086;1.562910509510131;0
0.05225;1.5691227538616097;1.5615473373016588;0
0.0525;1.569458721263611;1.5601841650931865;0
0.05275;1.5691227538616097;1.5595025789889503;0
0.053;1.5691227538616097;1.55779861372836;0
0.05325;1.5687867864596086;1.5564354415198878;0
0.0535;1.5687867864596086;1.5557538554156516;0
0.05375;1.5687867864596086;1.5547314762592974;0
0.054;1.5687867864596086;1.5540498901550612;0
0.05425;1.5684508190576074;1.553709097102943;0
0.0545;1.5687867864596086;1.553027510998707;0
0.05475;1.5691227538616097;1.553027510998707;0
0.055;1.5687867864596086;1.553368304050825;0
0.05525;1.5687867864596086;1.553709097102943;0
0.0555;1.5684508190576074;1.5543906832071792;0
0.05575;1.5684508190576074;1.5550722693114154;0
0.056;1.5684508190576074;1.5550722693114154;0
0.05625;1.5687867864596086;1.5547314762592974;0
0.0565;1.5687867864596086;1.5543906832071792;0
0.05675;1.5691227538616097;1.5543906832071792;0
0.057;1.5691227538616097;1.5543906832071792;0
0.05725;1.5691227538616097;1.5540498901550612;0
0.0575;1.5691227538616097;1.553709097102943;0
0.05775;1.5691227538616097;1.553709097102943;0
0.058;1.5691227538616097;1.553709097102943;0
0.05825;1.5691227538616097;1.553709097102943;0
0.0585;1.5687867864596086;1.5540498901550612;0
0.05875;1.5691227538616097;1.5547314762592974;0
0.059;1.569458721263611;1.5550722693114154;0
0.05925;1.5687867864596086;1.5557538554156516;0
0.0595;1.5687867864596086;1.5560946484677696;0
0.05975;1.5684508190576074;1.5564354415198878;0
0.06;1.5687867864596086;1.5564354415198878;0
0.06025;1.5691227538616097;1.5567762345720058;0
0.0605;1.5691227538616097;1.5567762345720058;0
0.06075;1.5687867864596086;1.5564354415198878;0
0.061;1.5691227538616097;1.5560946484677696;0
0.06125;1.569458721263611;1.5564354415198878;0
0.0615;1.569458721263611;1.5567762345720058;0
0.06175;1.569458721263611;1.557457820676242;0
0.062;1.569458721263611;1.5584801998325961;0
0.06225;1.5691227538616097;1.5595025789889503;0
0.0625;1.5687867864596086;1.5595025789889503;0
0.06275;1.5687867864596086;1.5595025789889503;0
0.063;1.5687867864596086;1.5591617859368323;0
0.06325;1.5687867864596086;1.558820992884714;0
0.0635;1.5691227538616097;1.558820992884714;0
0.06375;1.569458721263611;1.5595025789889503;0
0.064;1.5691227538616097;1.5601841650931865;0
0.06425;1.5687867864596086;1.5605249581453045;0
0.0645;1.5687867864596086;1.5615473373016588;0
0.06475;1.5687867864596086;1.562569716458013;0
0.065;1.5691227538616097;1.5635920956143672;0
0.06525;1.5691227538616097;1.5642736817186034;0
0.0655;1.5691227538616097;1.5649552678228396;0
0.06575;1.569458721263611;1.5649552678228396;0
0.066;1.569458721263611;1.5659776469791937;0
0.06625;1.5697946886656124;1.5659776469791937;0
0.0665;1.5697946886656124;1.5663184400313117;0
0.06675;1.5697946886656124;1.56665923308343;0
0.067;1.5701306560676136;1.5673408191876659;0
0.06725;1.5701306560676136;1.568022405291902;0
0.0675;1.5701306560676136;1.568022405291902;0
0.06775;1.5701306560676136;1.567681612239784;0
0.068;1.570466623469615;1.567000026135548;0
0.06825;1.5701306560676136;1.5663184400313117;0
0.0685;1.570466623469615;1.5649552678228396;0
0.06875;1.5708025908716161;1.5642736817186034;0
0.069;1.5711385582736175;1.5639328886664852;0
0.06925;1.5714745256756188;1.5642736817186034;0
0.0695;1.5714745256756188;1.5652960608749575;0
0.06975;1.5711385582736175;1.56665923308343;0
0.07;1.5708025908716161;1.5687039913961383;0
0.07025;1.5708025908716161;1.5707487497088466;0
0.0705;1.5708025908716161;1.572111921917319;0
0.07075;1.5708025908716161;1.5738158871779093;0
0.071;1.570466623469615;1.5748382663342635;0
0.07125;1.570466623469615;1.5744974732821455;0
0.0715;1.570466623469615;1.5741566802300273;0
0.07175;1.5708025908716161;1.5738158871779093;0
0.072;1.5711385582736175;1.5738158871779093;0
0.07225;1.5714745256756188;1.5738158871779093;0
0.0725;1.5714745256756188;1.5738158871779093;0
0.07275;1.57181049307762;1.5734750941257911;0
0.073;1.5721464604796211;1.5731343010736731;0
0.07325;1.5721464604796211;1.5731343010736731;0
0.0735;1.5721464604796211;1.5731343010736731;0
0.07375;1.57181049307762;1.5731343010736731;0
0.074;1.57181049307762;1.5731343010736731;0
0.07425;1.57181049307762;1.5731343010736731;0
0.0745;1.5721464604796211;1.5734750941257911;0
0.07475;1.5721464604796211;1.5731343010736731;0
0.075;1.5714745256756188;1.5731343010736731;0
0.07525;1.5714745256756188;1.5731343010736731;0
0.0755;1.5714745256756188;1.572452714969437;0
0.07575;1.5714745256756188;1.571771128865201;0
0.076;1.5711385582736175;1.571771128865201;0
0.07625;1.5708025908716161;1.5714303358130828;0
0.0765;1.5697946886656124;1.5707487497088466;0
0.07675;1.5697946886656124;1.5710895427609648;0
0.077;1.569458721263611;1.571771128865201;0
0.07725;1.5697946886656124;1.5727935080215552;0
0.0775;1.569458721263611;1.5734750941257911;0
0.07775;1.5697946886656124;1.5741566802300273;0
0.078;1.5697946886656124;1.5748382663342635;0
0.07825;1.5697946886656124;1.5751790593863815;0
0.0785;1.5701306560676136;1.5751790593863815;0
0.07875;1.5697946886656124;1.5751790593863815;0
0.079;1.5697946886656124;1.5751790593863815;0
0.07925;1.5701306560676136;1.5748382663342635;0
0.0795;1.5701306560676136;1.5744974732821455;0
0.07975;1.5701306560676136;1.5741566802300273;0
0.08;1.5701306560676136;1.5734750941257911;0
0.08025;1.5701306560676136;1.572111921917319;0
0.0805;1.5701306560676136;1.5707487497088466;0
0.08075;1.5708025908716161;1.5693855775003744;0
0.081;1.5711385582736175;1.568022405291902;0
0.08125;1.57181049307762;1.5673408191876659;0
0.0815;1.5724824278816225;1.567000026135548;0
0.08175;1.5721464604796211;1.5663184400313117;0
0.082;1.5721464604796211;1.5663184400313117;0
0.08225;1.5721464604796211;1.567000026135548;0
0.0825;1.5721464604796211;1.567000026135548;0
0.08275;1.5721464604796211;1.567000026135548;0
0.083;1.5721464604796211;1.5673408191876659;0
0.08325;1.57181049307762;1.5673408191876659;0
0.0835;1.57181049307762;1.5673408191876659;0
0.08375;1.5724824278816225;1.56665923308343;0
0.084;1.5728183952836239;1.56665923308343;0
0.08425;1.5721464604796211;1.56665923308343;0
0.0845;1.5724824278816225;1.5663184400313117;0
0.08475;1.5728183952836239;1.5659776469791937;0
0.085;1.5728183952836239;1.567000026135548;0
0.08525;1.5734903300876264;1.5673408191876659;0
0.0855;1.5734903300876264;1.5673408191876659;0
0.08575;1.5734903300876264;1.568022405291902;0
0.086;1.573154362685625;1.5683631983440203;0
0.08625;1.5738262974896275;1.5683631983440203;0
0.0865;1.573154362685625;1.5690447844482562;0
0.08675;1.5734903300876264;1.5697263705524924;0
0.087;1.5734903300876264;1.5704079566567286;0
0.08725;1.5738262974896275;1.571771128865201;0
0.0875;1.574162264891629;1.5727935080215552;0
0.08775;1.5738262974896275;1.5734750941257911;0
0.088;1.5734903300876264;1.5741566802300273;0
0.08825;1.5728183952836239;1.5755198524384997;0
0.0885;1.573154362685625;1.5758606454906177;0
0.08875;1.5728183952836239;1.5762014385427359;0
0.089;1.5724824278816225;1.5765422315948538;0
0.08925;1.5724824278816225;1.5768830246469718;0
0.0895;1.5728183952836239;1.5765422315948538;0
0.08975;1.5728183952836239;1.5762014385427359;0
0.09;1.5728183952836239;1.5755198524384997;0
0.09025;1.5728183952836239;1.5751790593863815;0
0.0905;1.5728183952836239;1.5751790593863815;0
0.09075;1.573154362685625;1.5748382663342635;0
0.091;1.5734903300876264;1.5744974732821455;0
0.09125;1.5734903300876264;1.5744974732821455;0
0.0915;1.5734903300876264;1.5751790593863815;0
0.09175;1.5738262974896275;1.5755198524384997;0
0.092;1.5734903300876264;1.5755198524384997;0
0.09225;1.5738262974896275;1.5765422315948538;0
0.0925;1.5734903300876264;1.5765422315948538;0
0.09275;1.573154362685625;1.5768830246469718;0
0.093;1.5728183952836239;1.5765422315948538;0
0.09325;1.573154362685625;1.5765422315948538;0
0.0935;1.5738262974896275;1.5765422315948538;0
0.09375;1.5734903300876264;1.5765422315948538;0
0.094;1.5734903300876264;1.5765422315948538;0
0.09425;1.573154362685625;1.5765422315948538;0
0.0945;1.5734903300876264;1.5765422315948538;0
0.09475;1.5728183952836239;1.5765422315948538;0
0.095;1.573154362685625;1.5765422315948538;0
0.09525;1.5738262974896275;1.5762014385427359;0
0.0955;1.5738262974896275;1.5762014385427359;0
0.09575;1.5734903300876264;1.5765422315948538;0
0.096;1.573154362685625;1.5768830246469718;0
0.09625;1.5728183952836239;1.5768830246469718;0
0.0965;1.573154362685625;1.5765422315948538;0
0.09675;1.573154362685625;1.5768830246469718;0
0.097;1.5728183952836239;1.5768830246469718;0
0.09725;1.573154362685625;1.5768830246469718;0
0.0975;1.5734903300876264;1.57722381769909;0
0.09775;1.5734903300876264;1.57722381769909;0
0.098;1.573154362685625;1.5768830246469718;0
0.09825;1.5728183952836239;1.5768830246469718;0
0.0985;1.573154362685625;1.5768830246469718;0
0.09875;1.5734903300876264;1.57722381769909;0
0.099;1.573154362685625;1.577564610751208;0
0.09925;1.573154362685625;1.577564610751208;0
0.0995;1.573154362685625;1.577564610751208;0
0.09975;1.573154362685625;1.577564610751208;0
0.1;1.5734903300876264;1.5779054038033262;0
0.10025;1.573154362685625;1.5779054038033262;0
0.1005;1.573154362685625;1.5782461968554442;0
0.10075;1.573154362685625;1.5782461968554442;0
0.101;1.573154362685625;1.5782461968554442;0
0.10125;1.573154362685625;1.5782461968554442;0
0.1015;1.5734903300876264;1.5782461968554442;0
0.10175;1.5734903300876264;1.5779054038033262;0
0.102;1.5734903300876264;1.5779054038033262;0
0.10225;1.573154362685625;1.5782461968554442;0
0.1025;1.5728183952836239;1.5779054038033262;0
0.10275;1.573154362685625;1.5782461968554442;0
0.103;1.5728183952836239;1.5779054038033262;0
0.10325;1.5728183952836239;1.5779054038033262;0
0.1035;1.5728183952836239;1.5782461968554442;0
0.10375;1.573154362685625;1.5785869899075622;0
0.104;1.5724824278816225;1.5782461968554442;0
0.10425;1.5724824278816225;1.5782461968554442;0
0.1045;1.5728183952836239;1.5782461968554442;0
0.10475;1.573154362685625;1.5785869899075622;0
0.105;1.5728183952836239;1.5789277829596804;0
0.10525;1.5724824278816225;1.5789277829596804;0
0.1055;1.5724824278816225;1.5789277829596804;0
0.10575;1.5724824278816225;1.5785869899075622;0
0.106;1.5728183952836239;1.5782461968554442;0
0.10625;1.5728183952836239;1.577564610751208;0
0.1065;1.5728183952836239;1.57722381769909;0
0.10675;1.5728183952836239;1.57722381769909;0
0.107;1.573154362685625;1.57722381769909;0
0.10725;1.573154362685625;1.57722381769909;0
0.1075;1.5728183952836239;1.577564610751208;0
0.10775;1.5728183952836239;1.577564610751208;0
0.108;1.5724824278816225;1.577564610751208;0
0.10825;1.5721464604796211;1.577564610751208;0
0.1085;1.5724824278816225;1.5779054038033262;0
0.10875;1.5728183952836239;1.5779054038033262;0
0.109;1.5728183952836239;1.5785869899075622;0
0.10925;1.5728183952836239;1.5789277829596804;0
0.1095;1.5724824278816225;1.5785869899075622;0
0.10975;1.5721464604796211;1.5785869899075622;0
0.11;1.5728183952836239;1.5785869899075622;0
0.11025;1.5728183952836239;1.5782461968554442;0
0.1105;1.5728183952836239;1.5792685760117984;0
0.11075;1.5728183952836239;1.5792685760117984;0
0.111;1.5728183952836239;1.5796093690639166;0
0.11125;1.5724824278816225;1.5796093690639166;0
0.1115;1.5724824278816225;1.5796093690639166;0
0.11175;1.5721464604796211;1.5799501621160346;0
0.112;1.5724824278816225;1.5799501621160346;0
0.11225;1.573154362685625;1.5802909551681525;0
0.1125;1.573154362685625;1.5802909551681525;0
0.11275;1.5728183952836239;1.5802909551681525;0
0.113;1.5728183952836239;1.5806317482202707;0
0.11325;1.5728183952836239;1.5802909551681525;0
0.1135;1.573154362685625;1.5806317482202707;0
0.11375;1.5728183952836239;1.5806317482202707;0
0.114;1.5728183952836239;1.581313334324507;0
0.11425;1.573154362685625;1.581654127376625;0
0.1145;1.5734903300876264;1.581313334324507;0
0.11475;1.573154362685625;1.581654127376625;0
0.115;1.573154362685625;1.581654127376625;0
0.11525;1.5734903300876264;1.581654127376625;0
0.1155;1.5734903300876264;1.581994920428743;0
0.11575;1.573154362685625;1.581654127376625;0
0.116;1.5734903300876264;1.581654127376625;0
0.11625;1.5738262974896275;1.581994920428743;0
0.1165;1.5738262974896275;1.581654127376625;0
0.11675;1.573154362685625;1.581654127376625;0
0.117;1.5734903300876264;1.581994920428743;0
0.11725;1.5728183952836239;1.581994920428743;0
0.1175;1.573154362685625;1.582676506532979;0
0.11775;1.5734903300876264;1.581994920428743;0
0.118;1.573154362685625;1.581994920428743;0
0.11825;1.573154362685625;1.582335713480861;0
0.1185;1.5728183952836239;1.582676506532979;0
0.11875;1.5724824278816225;1.582335713480861;0
0.119;1.5728183952836239;1.582335713480861;0
0.11925;1.5728183952836239;1.582335713480861;0
0.1195;1.573154362685625;1.582676506532979;0
0.11975;1.573154362685625;1.582676506532979;0
0.12;1.573154362685625;1.582676506532979;0
0.12025;1.573154362685625;1.5830172995850973;0
0.1205;1.573154362685625;1.5830172995850973;0
0.12075;1.5734903300876264;1.582676506532979;0
0.121;1.5738262974896275;1.5830172995850973;0
0.12125;1.5738262974896275;1.582676506532979;0
0.1215;1.5734903300876264;1.5830172995850973;0
0.12175;1.5738262974896275;1.582676506532979;0
0.122;1.5738262974896275;1.582335713480861;0
0.12225;1.5738262974896275;1.582335713480861;0
0.1225;1.574162264891629;1.582335713480861;0
0.12275;1.574162264891629;1.582676506532979;0
0.123;1.574162264891629;1.5830172995850973;0
0.12325;1.5738262974896275;1.582676506532979;0
0.1235;1.5734903300876264;1.5830172995850973;0
0.12375;1.5734903300876264;1.5833580926372153;0
0.124;1.5738262974896275;1.5833580926372153;0
0.12425;1.574162264891629;1.5836988856893333;0
0.1245;1.573154362685625;1.5833580926372153;0
0.12475;1.5728183952836239;1.5830172995850973;0
0.125;1.5734903300876264;1.5833580926372153;0
0.12525;1.5738262974896275;1.5833580926372153;0
0.1255;1.574162264891629;1.5833580926372153;0
0.12575;1.5738262974896275;1.5833580926372153;0
0.126;1.5738262974896275;1.5833580926372153;0
0.12625;1.574162264891629;1.5833580926372153;0
0.1265;1.574162264891629;1.5833580926372153;0
0.12675;1.574162264891629;1.5833580926372153;0
0.127;1.574162264891629;1.5833580926372153;0
0.12725;1.574162264891629;1.5833580926372153;0
0.1275;1.574162264891629;1.5833580926372153;0
0.12775;1.574162264891629;1.5833580926372153;0
0.128;1.574162264891629;1.5836988856893333;0
0.12825;1.5738262974896275;1.5836988856893333;0
0.1285;1.574162264891629;1.5840396787414515;0
0.12875;1.5744982322936303;1.5836988856893333;0
0.129;1.5744982322936303;1.5836988856893333;0
0.12925;1.5748341996956314;1.5836988856893333;0
0.1295;1.5748341996956314;1.5836988856893333;0
0.12975;1.5744982322936303;1.5840396787414515;0
0.13;1.574162264891629;1.5840396787414515;0
0.13025;1.5738262974896275;1.5836988856893333;0
0.1305;1.574162264891629;1.5833580926372153;0
0.13075;1.574162264891629;1.5836988856893333;0
0.131;1.5744982322936303;1.5836988856893333;0
0.13125;1.5744982322936303;1.5840396787414515;0
0.1315;1.5738262974896275;1.5836988856893333;0
0.13175;1.5738262974896275;1.5836988856893333;0
0.132;1.574162264891629;1.5836988856893333;0
0.13225;1.574162264891629;1.5833580926372153;0
0.1325;1.5744982322936303;1.5833580926372153;0
0.13275;1.5744982322936303;1.5833580926372153;0
0.133;1.5738262974896275;1.5833580926372153;0
0.13325;1.5738262974896275;1.5833580926372153;0
0.1335;1.574162264891629;1.5833580926372153;0
0.13375;1.5748341996956314;1.582676506532979;0
0.134;1.5744982322936303;1.582676506532979;0
0.13425;1.5738262974896275;1.582676506532979;0
0.1345;1.5738262974896275;1.5830172995850973;0
0.13475;1.5738262974896275;1.582676506532979;0
0.135;1.574162264891629;1.582676506532979;0
0.13525;1.5738262974896275;1.5830172995850973;0
0.1355;1.5738262974896275;1.582676506532979;0
0.13575;1.5738262974896275;1.582676506532979;0
0.136;1.574162264891629;1.5830172995850973;0
0.13625;1.574162264891629;1.5830172995850973;0
0.1365;1.5744982322936303;1.5833580926372153;0
0.13675;1.5744982322936303;1.5833580926372153;0
0.137;1.5748341996956314;1.5840396787414515;0
0.13725;1.5744982322936303;1.5843804717935694;0
0.1375;1.5744982322936303;1.5840396787414515;0
0.13775;1.5744982322936303;1.5840396787414515;0
0.138;1.5748341996956314;1.5843804717935694;0
0.13825;1.5744982322936303;1.5843804717935694;0
0.1385;1.574162264891629;1.5847212648456876;0
0.13875;1.5744982322936303;1.5847212648456876;0
0.139;1.5748341996956314;1.5843804717935694;0
0.13925;1.5744982322936303;1.5840396787414515;0
0.1395;1.574162264891629;1.5843804717935694;0
0.13975;1.574162264891629;1.5850620578978056;0
0.14;1.5744982322936303;1.5854028509499236;0
0.14025;1.574162264891629;1.5854028509499236;0
0.1405;1.5738262974896275;1.5854028509499236;0
0.14075;1.574162264891629;1.5857436440020418;0
0.141;1.574162264891629;1.5860844370541598;0
0.14125;1.5748341996956314;1.5860844370541598;0
0.1415;1.5748341996956314;1.586425230106278;0
0.14175;1.574162264891629;1.586425230106278;0
0.142;1.5744982322936303;1.586425230106278;0
0.14225;1.5748341996956314;1.586425230106278;0
0.1425;1.5748341996956314;1.586766023158396;0
0.14275;1.5748341996956314;1.586766023158396;0
0.143;1.5744982322936303;1.586425230106278;0
